num_lectures,price,days_since_published,content_duration
77,100,1698,10.0
13,0,1683,0.6166666666666667
24,35,2126,1.5
61,30,2332,3.0
51,30,1702,5.0
16,50,2133,2.5
29,40,1646,2.5
49,50,2023,7.0
16,0,1824,1.5
56,200,2250,4.0
7,20,2263,0.6333333333333333
68,50,2215,5.0
23,20,1668,1.5
6,60,3129,1.0
39,95,2219,4.0
43,20,1634,3.5
16,25,2005,1.5
136,200,2348,9.5
15,20,2483,0.6333333333333333
8,20,1678,0.5833333333333334
7,20,2304,1.0
49,150,2361,4.0
39,40,2157,2.0
20,200,3006,1.0
17,25,2065,2.0
77,25,1913,6.5
5,20,2740,0.6166666666666667
162,85,1773,31.5
54,20,2203,2.5
5,20,2277,0.7
33,95,2213,1.5
23,0,2694,3.5
83,50,2550,10.5
16,50,2502,1.0
24,80,1646,3.0
25,200,1578,2.0
78,30,3408,5.0
11,20,1587,0.6666666666666666
48,20,2710,1.5
402,200,1817,32.5
13,20,2967,1.5
43,95,2006,3.0
74,35,2574,8.0
11,25,1929,1.0
22,0,3353,2.0
28,85,2303,2.0
15,20,2647,0.6166666666666667
24,20,2519,4.0
15,25,2326,1.0
31,40,2122,4.5
28,20,1549,2.5
9,20,1919,8.0
53,70,1752,7.0
17,125,1621,1.0
32,50,2646,2.0
7,20,1702,0.6166666666666667
42,25,1666,3.5
7,20,2798,1.0
5,20,1871,0.6166666666666667
66,200,1890,6.0
20,50,2761,3.5
15,50,1861,1.0
9,55,2149,0.6666666666666666
12,195,2005,1.5
13,20,2209,1.0
57,30,2426,3.5
50,150,1894,4.5
9,30,2702,1.5
23,20,1686,2.0
10,35,2592,1.0
9,50,1555,2.0
7,35,2053,1.5
52,70,2025,3.5
39,150,1787,5.0
15,50,1993,2.0
38,200,2881,2.5
16,45,1866,2.0
12,200,2118,2.5
13,35,1585,0.5166666666666666
43,40,1814,5.5
16,35,1575,1.0
13,45,2517,3.0
27,95,2321,2.5
14,45,2057,2.0
11,40,2235,1.0
37,200,2074,2.0
31,30,2429,0.7
17,20,2233,1.5
173,110,2154,16.0
11,0,2732,0.5666666666666667
28,95,2376,2.5
12,20,1740,0.6333333333333333
26,145,2116,1.5
24,20,2463,1.5
53,20,1598,1.5
119,80,1611,13.0
6,20,2972,1.5
7,30,1981,0.6666666666666666
32,40,1708,4.0
23,50,1605,3.0
19,40,2628,1.5
22,0,2087,2.5
84,95,2553,7.0
34,50,2179,1.5
25,135,1768,2.5
30,0,2552,2.0
13,20,2695,1.0
12,20,2566,1.5
131,80,1626,12.5
6,0,2645,0.6
16,20,2657,1.5
72,20,2645,5.5
27,25,1592,3.5
14,40,1977,1.5
16,20,2048,0.6666666666666666
77,50,2004,13.0
22,20,2143,1.5
11,30,2056,1.5
10,20,1901,1.0
46,20,1700,6.5
34,50,2132,1.5
43,115,1969,4.5
20,50,2587,4.0
115,95,2418,2.5
17,20,2800,1.5
44,100,2259,1.5
14,0,1613,1.0
45,115,2072,4.5
29,75,1845,2.0
24,100,1956,2.5
43,50,1891,2.0
9,0,1669,0.7333333333333333
37,120,1831,3.0
55,20,2787,3.0
28,50,1929,5.0
12,20,2000,1.0
17,200,1764,1.0
30,0,1582,3.5
45,20,2230,5.0
5,50,2004,0.55
54,35,2858,7.5
112,45,2177,3.0
22,50,1854,2.0
34,60,1634,1.5
52,65,1976,4.5
19,20,2814,1.5
13,120,2210,1.5
21,20,2076,3.0
12,45,1829,1.5
27,50,2299,5.5
80,50,2754,4.0
353,200,2556,48.5
77,95,2368,6.0
61,195,2024,4.5
35,95,1712,3.5
20,20,1964,0.6166666666666667
12,30,2457,2.0
13,0,1805,1.0
110,200,2192,7.5
15,75,2356,1.5
61,200,1921,4.5
22,40,2269,2.5
10,35,1625,0.6666666666666666
12,30,2712,0.5666666666666667
141,50,2236,8.0
8,80,2293,1.0
110,195,1817,5.5
14,90,1757,0.7333333333333333
38,80,1780,2.5
40,195,1748,4.5
26,200,2307,2.5
147,50,2768,20.0
30,20,2532,2.0
32,40,1997,4.5
29,50,2128,2.5
26,55,2922,2.0
8,0,1744,0.5666666666666667
16,100,1578,1.5
25,200,2356,2.5
57,50,2417,3.0
10,40,1568,1.0
0,20,2115,0.0
9,50,1555,2.0
20,35,2233,1.0
51,45,1747,2.5
18,20,2203,1.0
16,20,1915,1.0
321,50,1739,3.5
5,20,2178,0.5666666666666667
77,195,2321,7.5
51,200,2479,5.5
49,20,2544,8.5
16,200,2307,2.5
13,40,1744,1.0
20,30,1690,1.0
17,20,2538,1.0
32,50,2655,5.0
37,55,1598,0.7
75,25,3187,3.5
64,35,1908,5.5
98,70,2097,13.0
49,195,2194,4.0
12,80,1923,0.6666666666666666
81,50,3038,5.0
63,40,1687,7.0
19,20,2566,1.5
17,50,2059,3.0
11,55,1628,1.0
56,50,1905,8.0
55,125,1983,2.5
6,20,1844,1.5
29,200,1761,4.5
26,40,1964,1.5
26,20,2921,3.5
12,30,1882,2.0
40,50,1803,5.5
358,50,1757,66.5
34,20,2692,6.0
41,30,2900,2.5
15,0,2603,1.0
28,200,2278,3.5
6,20,2503,1.0
15,60,3141,2.0
301,200,2180,25.5
36,60,2539,2.5
16,95,1808,3.0
82,75,3084,11.5
30,65,2131,4.0
13,30,1956,1.0
21,35,1555,3.0
18,95,2167,1.5
37,40,2151,6.5
48,95,1962,2.0
20,20,2216,0.6166666666666667
24,75,1584,2.0
26,35,1810,1.0
29,50,2062,2.0
16,0,2487,1.5
28,120,1928,2.5
15,40,2332,0.5666666666666667
18,50,2027,2.0
42,30,1709,2.5
36,20,2663,2.0
59,35,2557,2.0
12,200,1628,1.5
131,85,3035,7.5
14,25,2314,1.5
60,50,1732,8.5
9,50,1974,1.5
22,85,2176,1.5
38,50,2405,4.0
21,50,2759,3.5
17,45,1818,1.0
39,20,1832,3.0
17,100,1854,1.5
23,20,2021,2.0
32,200,2307,4.0
19,75,2293,1.5
77,50,1599,8.0
19,0,2087,1.0
14,75,2192,1.5
25,100,1969,2.5
10,50,2519,1.0
23,20,1871,2.0
11,20,2167,2.5
33,200,2089,2.5
72,40,1943,3.0
197,190,2447,21.5
48,50,2230,3.5
34,40,2703,1.5
53,50,1744,7.5
14,35,2508,1.0
49,50,1586,2.5
20,0,1550,1.5
39,50,2150,9.0
17,0,2712,1.0
11,20,2245,2.0
26,200,1577,1.0
24,50,2717,6.0
46,50,1998,8.0
18,20,2180,1.0
38,70,1618,2.0
19,20,2303,0.5166666666666666
24,55,2477,3.0
24,20,2646,5.5
40,85,2136,10.5
6,20,2915,1.5
20,45,2560,2.0
8,50,1745,1.0
103,120,2275,6.5
25,90,1579,2.0
15,45,1591,1.0
21,20,1971,1.0
17,25,2760,1.5
15,20,2467,1.0
47,20,2437,8.0
57,200,2950,8.0
272,150,2266,26.0
45,95,2474,2.0
10,25,2063,1.5
320,200,1795,23.5
24,0,1913,5.5
27,20,3318,1.0
63,60,2083,5.5
72,50,1618,5.5
25,20,2020,1.5
14,20,1716,1.0
21,50,1694,1.5
24,195,2118,1.0
17,0,2788,3.0
27,20,1767,1.5
129,200,1781,15.5
17,0,1832,0.7333333333333333
16,100,2243,1.0
29,40,1709,3.0
91,180,2038,4.5
94,200,2216,8.5
24,20,2031,3.0
62,195,1607,5.0
45,75,1570,6.0
59,100,2148,3.5
9,200,2257,1.5
7,20,2049,0.5666666666666667
39,50,2755,1.0
9,50,1740,2.0
32,20,2152,2.5
29,100,2435,3.5
41,85,2445,2.0
29,65,2161,2.0
18,0,2452,3.0
48,145,1972,8.0
50,85,1564,3.0
12,50,1555,2.0
22,20,1872,1.5
6,20,1564,0.55
30,100,1575,1.5
70,40,1949,14.0
58,125,1621,6.0
19,45,1630,1.0
15,45,2041,1.5
30,35,1917,2.0
54,195,1906,6.0
23,20,1780,1.5
81,150,1984,4.5
26,200,2141,3.5
24,75,3193,4.0
5,20,2320,1.0
56,35,1698,5.5
90,20,2764,10.5
52,100,2142,4.0
8,25,1590,0.6833333333333333
35,80,1891,3.0
56,195,2499,5.5
27,20,1622,1.5
15,50,1588,1.5
40,95,2303,4.5
34,20,2866,1.5
28,20,2156,3.0
29,200,1724,2.0
5,25,1936,0.6166666666666667
53,175,1692,8.5
21,20,2374,1.5
49,25,2012,4.5
16,20,1565,1.5
15,200,2224,0.5166666666666666
42,135,2319,3.5
19,50,2550,2.5
27,40,1621,6.0
123,30,2348,9.0
41,30,2433,12.0
18,40,1962,1.5
13,50,2349,1.5
7,115,1856,1.0
7,85,1695,0.6333333333333333
28,50,2095,3.0
26,195,2200,3.5
64,20,2698,8.0
9,20,2096,1.5
55,20,2385,7.0
8,50,2184,0.5666666666666667
12,95,2626,1.5
43,20,2055,1.0
30,20,2045,2.5
77,195,2383,12.0
62,20,2699,5.5
21,20,2789,2.0
25,70,2091,3.5
12,20,1744,2.0
14,30,1722,1.0
13,0,1682,2.0
115,85,2395,6.5
64,50,2639,3.5
342,200,2160,43.0
28,25,1953,3.0
64,20,2213,7.5
24,20,2430,1.0
12,40,1752,0.6333333333333333
33,170,2144,3.5
18,50,2126,1.5
92,125,2328,12.5
12,20,2103,2.0
8,0,1565,1.0
10,20,2789,1.0
12,40,1997,1.5
779,200,2965,44.5
8,20,2314,1.5
24,160,2569,2.0
7,65,1627,0.5666666666666667
6,40,1830,0.6333333333333333
45,20,1918,2.5
33,200,1556,4.0
55,200,1611,4.5
15,50,2266,2.5
10,60,3138,2.0
38,25,2117,4.5
24,50,1863,2.0
54,0,2165,2.0
5,0,1747,0.6166666666666667
30,20,1815,4.5
12,20,2428,0.7
43,125,1712,3.0
111,200,2410,17.0
69,80,1732,8.0
12,40,2038,0.6833333333333333
40,195,2156,3.5
23,0,2469,1.5
9,20,2914,2.0
33,200,2068,2.5
14,20,2523,1.5
98,195,2223,13.0
28,55,2301,1.5
5,20,2815,1.0
97,90,1750,7.0
55,50,2557,7.0
21,180,1655,2.0
20,20,1996,1.0
98,85,3035,10.5
22,50,2692,2.5
53,20,2155,3.0
140,125,2044,11.0
87,195,1600,8.5
12,20,1599,0.5166666666666666
27,20,2675,1.5
17,200,1643,1.5
12,20,1845,0.6666666666666666
24,95,2236,2.0
89,195,1649,20.5
18,40,1793,2.5
15,20,2801,1.0
78,50,2390,14.0
16,35,2619,1.5
221,200,2312,18.0
77,0,1928,6.5
71,20,3026,3.5
56,75,1732,5.5
20,20,1920,10.5
111,140,1957,9.0
17,30,3286,1.5
24,50,1598,2.0
56,75,2065,3.0
10,30,2464,2.0
27,200,1712,2.0
45,100,1758,4.5
49,110,2567,4.0
7,20,2095,0.6333333333333333
21,0,2429,3.0
43,50,2021,8.0
31,25,2402,3.5
12,50,2195,1.0
10,200,1716,2.0
31,20,2383,2.5
33,200,1662,3.0
7,35,1831,0.7
5,0,2732,0.6666666666666666
10,60,2060,1.0
25,0,2115,2.0
67,100,1995,5.0
24,100,2010,1.5
5,50,2499,0.6333333333333333
21,50,2378,3.0
60,50,2269,3.5
15,150,1680,0.65
12,20,2674,1.0
68,80,1907,6.5
21,45,2051,4.5
20,35,2249,2.0
20,25,2542,1.5
99,150,1679,9.0
40,45,1950,2.0
63,150,1747,8.5
75,60,2663,15.5
12,30,1859,0.6166666666666667
24,195,1732,4.0
10,0,1763,1.5
48,125,1838,4.0
26,20,2261,2.5
5,135,1856,0.5
35,75,3189,7.0
11,20,1855,0.55
176,25,1792,5.0
47,165,1655,5.5
21,100,1992,1.0
143,50,3212,15.5
19,35,2548,1.5
41,95,1950,6.0
22,60,1832,1.5
25,100,2038,2.0
17,50,1613,1.5
46,60,1719,6.5
19,20,1957,1.5
23,85,1859,4.5
50,50,2208,10.0
23,20,1554,1.5
13,20,1914,1.0
29,50,3374,2.5
31,40,1906,3.0
23,50,2702,4.0
12,25,2359,2.0
31,40,2444,4.0
8,30,1884,0.5333333333333333
35,20,1803,2.0
19,115,2103,1.0
5,20,2972,1.0
29,50,1613,2.0
19,30,1738,4.5
20,20,2180,0.55
84,195,2258,7.5
41,100,1571,1.5
7,0,1949,0.5333333333333333
20,0,2083,3.0
12,195,1704,1.5
12,20,2380,0.45
215,85,2650,10.5
18,200,3011,1.0
27,20,2683,0.7333333333333333
19,40,2284,2.0
15,40,1655,1.0
61,195,2370,6.0
15,20,2758,1.5
118,195,2411,18.5
6,50,3038,1.0
8,20,1563,1.0
76,200,2212,5.0
82,30,1946,8.0
7,35,2737,1.5
11,20,2257,0.7
23,20,2480,1.0
44,0,1646,2.0
9,40,2363,1.0
16,20,2356,2.0
11,40,1800,1.5
39,40,1898,2.0
25,95,2191,1.5
11,40,1998,1.5
33,70,2269,4.0
13,75,1953,1.0
21,20,1869,1.5
35,70,2152,1.0
20,95,1929,2.0
49,45,2054,6.0
225,50,1816,78.5
6,20,2566,0.5666666666666667
20,50,2199,2.0
102,50,2361,7.5
14,20,2312,0.6833333333333333
271,200,2277,22.5
27,20,2176,1.0
19,40,2243,2.0
41,100,1978,3.0
5,20,2972,1.0
10,25,1612,1.0
6,20,2145,0.6
19,95,2437,2.0
20,25,2129,1.5
20,75,2333,1.5
19,55,3409,2.0
117,195,1882,14.0
13,40,2737,2.5
85,65,3236,62.0
9,20,2174,0.5333333333333333
103,105,1940,12.0
67,50,3503,7.0
89,20,2249,4.0
11,40,1697,1.0
57,50,2766,3.5
33,200,1802,6.0
30,20,1976,3.0
42,100,1614,2.0
28,100,2026,2.0
114,150,1690,13.0
35,40,1677,1.5
136,145,1565,8.0
29,150,2045,2.0
21,20,3136,3.0
17,50,2702,3.0
7,20,1617,0.5666666666666667
122,30,2072,12.0
6,0,2083,0.6833333333333333
27,40,2144,3.5
35,200,2308,1.5
26,20,2695,3.5
28,0,2479,3.5
15,40,1610,2.5
16,55,2591,1.0
14,50,1738,2.5
15,120,2241,1.0
13,20,2867,4.0
113,50,2897,24.0
10,50,2278,1.0
74,50,2433,1.5
84,35,2803,8.0
25,195,1598,2.0
61,200,1894,4.5
67,145,2416,8.5
43,100,2069,3.0
20,70,1561,3.5
53,20,1879,7.0
116,50,2236,16.0
43,200,1687,2.0
25,50,2206,1.5
7,50,1894,1.5
34,30,2843,3.0
59,35,1585,5.0
110,195,1696,13.0
28,20,2173,1.0
35,50,2741,5.0
39,40,2457,2.0
14,0,1618,2.0
11,100,1584,1.0
20,100,2319,1.0
29,40,1997,3.0
25,50,1968,6.0
77,150,2219,4.5
23,20,2321,0.5
32,20,1590,3.5
44,100,2019,5.0
25,50,1988,6.0
28,40,1997,2.0
7,120,1851,1.0
14,45,2550,0.65
51,50,2992,24.0
22,95,2220,1.5
240,95,2234,23.0
32,50,2263,1.0
34,25,2269,1.0
130,50,2748,7.0
26,50,2973,1.5
23,150,2649,2.5
68,35,2570,1.5
19,40,1870,1.5
33,75,2873,20.0
21,20,2264,2.0
59,95,1855,2.0
46,20,2444,2.0
17,0,2746,2.0
25,40,2090,2.5
123,35,2470,7.0
9,0,2741,2.0
63,50,1877,7.5
23,20,3039,1.5
11,50,2979,5.0
44,75,3056,5.5
77,195,1755,11.5
16,20,2480,1.5
11,40,1689,1.0
31,195,2066,1.5
57,50,1843,4.0
18,0,2199,1.0
60,20,2068,4.0
17,195,2003,3.0
20,0,1870,1.5
7,20,2726,1.0
281,200,2136,22.5
286,180,2350,29.5
41,75,1633,1.0
75,200,1654,12.0
17,20,1576,3.5
29,150,2230,0.6833333333333333
22,145,1969,1.5
26,40,1712,2.0
36,95,1585,3.0
45,60,2586,3.0
55,50,2033,6.0
11,0,1975,0.6666666666666666
25,150,2709,3.0
12,185,1683,1.0
37,30,1955,3.0
38,20,1978,2.0
18,20,2265,1.0
17,85,1963,2.0
83,200,1865,3.0
25,50,2179,2.5
49,20,2328,3.5
26,25,3057,3.0
20,75,2135,1.5
20,60,2522,1.5
133,200,1782,19.5
11,200,2757,1.5
46,20,2110,4.0
26,55,2355,3.5
7,40,1774,0.5166666666666666
16,20,1610,1.5
20,0,1600,1.0
144,200,2729,8.5
28,200,2137,3.0
17,20,2497,0.5333333333333333
10,55,2181,1.0
21,20,2734,2.5
11,30,2590,0.6333333333333333
21,20,1603,1.5
56,30,1691,5.0
30,50,2692,3.0
77,40,2290,14.5
41,20,2009,4.0
10,75,2103,1.0
39,20,2145,2.5
16,150,2466,5.0
77,50,2361,5.0
57,45,2430,6.0
17,20,2617,1.5
24,20,2062,2.5
46,20,2414,2.0
45,180,3140,11.0
28,0,2033,2.0
35,150,1740,3.0
22,20,2161,1.5
36,95,2298,5.0
39,200,2152,3.0
14,35,1983,1.0
21,20,1618,2.0
27,0,3036,3.5
58,0,2259,3.0
491,200,2060,57.0
41,55,2591,3.0
61,45,2313,4.0
29,0,2650,4.0
39,200,2402,6.5
8,20,2854,0.6166666666666667
15,50,2453,2.5
22,40,1591,1.5
13,20,2436,1.5
22,0,2388,1.0
18,200,1665,3.5
34,35,2992,2.0
10,30,1921,1.5
11,30,2367,1.0
33,60,1753,6.0
49,20,2737,3.5
109,50,1765,13.0
87,30,1595,9.0
62,145,2422,6.0
25,0,1810,1.5
25,175,2364,2.0
20,25,2478,1.5
8,20,2352,1.0
8,0,2704,1.0
47,60,2442,4.0
52,200,1549,2.5
16,35,2138,1.5
45,50,3227,5.0
20,120,2156,1.0
142,160,1606,8.0
33,200,1733,4.0
9,20,2569,0.6666666666666666
28,0,1876,2.5
13,20,2150,1.5
39,50,1935,2.5
42,200,2546,5.5
23,0,2590,1.0
16,25,1796,2.0
6,50,1811,0.6666666666666666
72,20,2079,4.0
10,20,2383,1.0
48,40,2773,6.5
44,75,2136,3.5
82,50,2746,4.0
108,50,2529,7.0
14,20,2259,1.0
9,50,1556,1.5
23,0,2377,0.6166666666666667
34,115,1817,4.0
27,25,1871,0.6333333333333333
12,20,2145,0.5666666666666667
73,50,2465,5.5
38,30,1578,6.5
29,20,2412,1.5
48,30,2165,2.5
36,120,1724,4.5
15,20,2327,1.5
22,100,2350,2.5
78,125,1722,9.0
12,50,1979,1.0
40,105,1809,3.5
31,30,1572,1.5
41,130,2079,5.0
108,95,2435,9.5
24,40,2436,4.5
12,100,1626,1.0
30,20,1928,2.0
18,40,1769,2.5
27,50,2303,2.0
9,20,2200,0.7166666666666667
29,0,2404,4.0
47,75,1619,1.5
52,65,1901,3.5
13,20,2203,2.0
101,75,2091,4.5
44,30,1859,3.0
79,195,1647,11.5
34,50,1663,2.0
54,50,2424,6.0
9,20,2726,0.6166666666666667
39,60,2140,3.0
28,20,2031,4.0
26,200,1822,3.5
33,115,2426,2.0
13,115,1575,1.0
47,20,2145,2.5
15,60,2080,20.0
19,200,2427,2.0
25,20,3203,2.0
51,25,2067,4.5
12,50,2143,0.6833333333333333
54,20,2598,10.5
7,20,3042,5.5
28,20,2077,3.5
22,200,1697,1.0
9,0,1597,1.0
23,45,1883,3.5
17,45,1580,1.0
17,20,1983,1.0
58,20,2176,5.5
43,195,1791,3.0
14,20,2801,1.5
9,20,2739,1.5
26,20,2054,1.5
22,60,1610,3.5
13,20,2262,1.0
12,30,3052,1.0
23,25,1582,0.6
8,50,2198,1.0
90,200,2188,6.5
12,20,1786,1.5
16,35,2763,2.0
54,120,1682,3.0
49,50,1708,5.5
13,125,1767,1.0
34,30,2388,3.0
14,40,1933,1.5
291,200,1811,31.0
44,95,2494,2.5
24,20,1556,1.0
9,40,1997,1.5
47,190,2795,12.5
20,95,2992,1.5
11,0,1963,0.5333333333333333
77,50,2465,4.5
23,95,1811,1.5
183,20,2306,2.0
11,40,2097,1.0
329,190,2059,22.0
384,200,2153,76.5
85,200,2370,8.0
4,20,1817,0.3166666666666666
7,20,2726,0.5666666666666667
29,50,1613,4.0
122,100,2418,19.0
191,200,1680,31.5
21,65,1668,0.7333333333333333
21,0,2612,2.0
58,100,1778,3.5
54,195,2227,3.5
134,20,2556,11.5
28,50,1934,3.0
15,45,2433,0.6
29,20,2596,4.5
195,145,1617,12.5
17,0,2017,1.5
32,50,2123,4.5
37,200,1576,2.5
24,100,1859,1.5
15,20,2523,0.6666666666666666
27,20,2024,2.0
21,100,2883,1.5
66,200,1668,3.5
17,20,2397,0.7
23,65,1613,3.0
11,35,1585,1.0
8,65,1779,1.0
107,180,2491,14.5
8,45,1848,0.55
12,20,1941,0.5666666666666667
38,155,2781,4.5
28,50,2167,2.5
15,20,2466,1.0
19,20,2624,2.5
71,45,1673,11.0
13,200,2011,2.0
38,25,2706,2.5
20,75,2704,1.0
10,55,2191,1.0
22,120,2088,1.5
10,95,1882,1.0
61,195,1691,12.5
28,0,2041,1.5
41,95,2103,3.0
15,200,1627,1.0
53,50,3446,4.0
70,50,1793,1.5
31,95,3147,2.0
20,40,2519,2.5
19,35,2412,1.0
5,20,2409,0.7166666666666667
91,50,2251,13.0
19,195,1738,2.5
127,35,1717,31.5
19,25,2031,1.5
28,20,2368,3.5
61,200,1860,15.0
75,100,3018,5.0
23,50,1634,3.0
33,30,2172,1.5
15,135,2535,1.5
22,20,2039,2.0
29,100,1669,1.0
174,195,2080,10.0
9,20,2345,0.5333333333333333
12,0,2583,1.5
5,50,2457,1.0
23,25,2077,2.5
21,80,2198,2.0
39,30,2185,4.0
37,200,1878,2.0
28,20,2435,2.0
24,30,2240,3.5
70,20,2569,8.0
21,30,2480,3.5
44,75,2296,3.0
74,45,2913,13.0
31,60,2168,3.0
30,0,2733,3.0
25,20,1775,1.0
25,150,2031,1.5
30,200,1573,3.0
15,0,2270,1.0
15,20,2206,1.0
96,100,2412,17.0
37,30,1668,4.0
24,200,1703,1.0
28,50,2009,6.5
23,40,2236,2.5
46,50,2410,3.5
10,30,1640,1.0
13,20,2283,2.0
43,25,2111,2.0
84,75,1708,5.5
28,200,2269,4.0
45,25,2067,4.0
15,30,2443,2.5
14,20,3138,1.0
77,50,2769,5.0
14,35,2770,2.0
26,0,1606,4.5
48,30,1715,6.5
37,65,2169,4.0
11,50,1621,1.0
16,50,2761,2.5
25,30,2629,4.0
59,20,2231,2.0
29,50,2004,3.5
12,20,2650,0.7
65,95,2907,68.5
11,40,1940,1.0
29,30,2475,5.0
6,135,1855,0.5
18,35,1614,1.0
36,0,1586,2.5
14,40,1776,1.5
62,120,1866,7.5
10,25,1751,1.0
41,25,2091,4.0
16,95,1838,2.0
10,20,2788,1.0
11,20,2963,4.0
80,50,2677,11.0
19,50,1759,2.5
71,120,2077,12.0
105,95,1765,18.5
42,200,1850,2.0
138,195,2502,7.5
12,0,2063,0.5166666666666666
27,25,2497,2.5
49,20,1919,2.5
69,145,1941,12.5
46,200,1669,2.5
66,200,1695,6.0
31,200,1893,2.0
102,120,2403,14.5
14,20,2089,1.0
24,50,2761,4.5
8,200,1645,1.0
18,20,1604,1.5
27,195,1656,6.5
30,20,2385,2.0
19,195,2209,1.5
21,150,2621,3.0
43,75,2030,0.5
33,20,2060,5.0
9,20,1918,1.0
38,40,1997,3.0
51,175,1865,4.0
34,45,2057,5.0
57,100,2345,5.5
85,200,2236,6.5
84,150,2301,5.0
54,50,2258,10.0
15,45,1588,2.5
42,95,2018,3.0
28,75,1838,2.0
22,95,1953,2.5
27,150,1681,1.5
17,95,1687,1.5
28,60,2537,6.5
31,125,2405,3.5
19,30,1893,2.0
88,60,2625,23.0
32,200,1824,4.5
174,200,1685,20.5
7,20,1976,0.6833333333333333
8,60,1550,1.0
12,30,2153,0.5
86,20,2222,4.0
50,60,2542,9.0
17,50,2694,1.5
224,200,2025,44.5
18,0,1562,1.0
14,20,2375,1.0
56,40,1782,4.0
14,20,1845,1.0
54,60,2565,10.0
36,50,2583,1.0
37,155,2151,2.0
17,20,1886,1.5
19,25,1596,2.0
23,145,2151,2.5
12,90,1696,1.0
16,0,3099,1.5
36,40,2157,6.5
5,50,2314,1.0
21,0,2928,1.0
25,20,2672,7.5
17,35,2405,1.0
135,190,1774,9.5
31,200,1682,1.5
18,200,1668,2.0
32,95,1789,3.5
11,20,2271,1.0
17,20,2810,2.0
10,40,1870,1.0
88,0,2023,6.5
44,160,1882,3.5
9,35,1640,0.7
7,45,1718,0.6333333333333333
9,30,2089,1.0
24,200,1836,4.0
41,95,2044,3.0
78,95,1963,11.5
38,95,1984,2.5
54,50,1631,1.5
15,0,2228,0.6166666666666667
15,200,2258,1.5
196,40,1719,5.5
10,55,1613,1.0
52,195,2485,5.5
133,50,2478,15.5
41,30,1695,5.0
27,50,2706,3.0
79,150,1907,7.5
60,50,2251,2.5
27,180,1984,2.5
11,195,1981,1.5
40,120,2068,3.5
69,20,2079,3.0
7,0,2361,0.7
126,110,1907,7.5
8,40,1870,1.0
23,90,1645,2.0
330,65,1832,32.5
17,30,2650,14.5
108,20,2808,3.5
30,50,2298,1.0
16,40,1614,1.5
25,150,2238,1.5
13,200,1802,0.6833333333333333
462,150,1946,62.0
26,40,2064,3.5
18,20,1667,1.0
65,70,2066,3.0
43,20,2595,6.0
36,20,3264,2.0
14,200,1724,1.5
34,20,2403,4.0
115,110,1790,12.5
9,20,2237,0.5833333333333334
26,195,1664,3.5
107,20,1557,10.5
24,125,1703,2.5
17,200,1809,1.0
11,40,1997,1.5
12,20,2308,1.5
36,25,2509,7.5
10,20,1910,1.0
37,35,2571,3.0
113,80,2052,5.5
51,125,2363,4.5
118,200,2020,24.5
21,50,2002,2.5
6,20,2278,1.0
22,50,1586,1.0
87,30,1947,11.5
32,100,2265,3.5
15,20,2291,0.5333333333333333
27,20,2206,4.5
22,200,1563,1.0
10,50,1556,1.5
22,165,1784,2.5
35,25,2444,2.5
15,20,1870,1.0
15,40,2234,3.0
59,95,1729,2.0
35,20,1891,1.5
12,20,2219,1.0
53,135,1556,12.5
130,35,1697,31.5
23,200,1557,1.5
22,150,2332,2.5
44,25,2248,3.0
90,100,2312,10.5
53,75,2116,11.5
17,20,2307,1.0
80,150,1634,7.5
13,25,1653,1.0
51,50,1982,3.0
316,180,2366,24.5
16,20,1708,3.0
11,0,2003,0.6666666666666666
57,150,2056,15.0
18,20,2275,2.0
86,95,1611,5.5
125,50,3392,12.5
27,100,1668,3.0
7,25,2719,2.0
13,0,2203,0.5333333333333333
10,20,2998,1.0
48,145,1886,4.5
84,195,1614,8.0
36,50,2139,3.0
29,20,1577,2.0
71,50,2695,3.5
28,25,2663,4.0
61,95,2069,14.5
10,0,2008,2.0
19,35,2200,2.5
19,45,2403,2.5
13,70,2076,1.0
23,30,2663,2.0
25,20,1619,3.0
27,120,2040,2.0
22,20,2074,2.5
126,195,1773,13.5
33,20,2603,0.6166666666666667
8,20,2737,1.0
8,25,2023,0.6333333333333333
150,200,1723,11.5
14,60,3148,3.0
40,50,2079,4.5
35,30,2128,1.5
47,20,1920,4.5
37,50,2479,5.5
38,70,2394,3.5
24,105,2914,7.5
29,30,1617,2.0
78,50,1838,7.0
19,20,1640,3.5
5,20,2972,1.0
15,40,1997,2.5
50,40,2938,8.5
56,50,1774,8.0
30,200,2509,1.5
5,25,1614,0.1333333333333333
15,50,2633,1.5
15,50,2150,0.6
74,25,2318,8.5
13,25,1670,1.0
28,70,2152,1.0
11,0,2076,1.0
8,0,2684,1.5
11,50,2195,0.6
21,0,1562,2.0
58,100,2299,10.5
73,20,1564,7.5
12,20,1654,2.0
17,20,2366,2.5
14,30,2374,4.0
82,200,1755,9.0
204,200,1957,16.5
36,40,2243,1.0
12,40,1848,1.0
35,95,1563,5.0
70,20,2093,8.5
58,20,2956,5.5
24,90,2170,4.0
14,40,2515,1.0
41,95,2153,3.5
46,25,3287,7.0
26,200,1753,2.0
116,50,1688,10.5
20,50,1618,4.5
36,95,1814,5.5
17,40,1815,1.5
101,50,1969,9.5
44,55,2537,3.5
82,20,3675,4.0
64,200,1785,11.0
19,20,1929,4.0
55,20,2566,7.5
51,150,2256,6.5
45,30,1948,4.0
16,35,2755,2.0
43,95,2821,7.0
41,95,2032,2.5
