num_lectures,price,days_since_published,content_duration
95,50,2216,5.0
241,180,2638,17.5
9,50,1555,1.5
53,200,1613,2.0
11,95,2278,1.0
310,145,3047,34.0
37,180,1810,4.5
38,20,2586,2.0
25,0,2184,5.0
44,95,1612,8.5
21,50,2761,3.0
27,60,1686,2.0
13,20,2247,2.0
20,50,2761,3.5
197,120,3604,27.5
37,20,1930,1.5
22,65,1845,1.5
14,20,2457,1.0
12,95,3036,0.5833333333333334
5,20,2972,1.0
68,195,2327,10.0
97,20,1979,7.0
20,200,2947,1.5
16,45,1906,1.5
10,100,1642,0.7166666666666667
25,45,2507,2.5
31,20,1622,7.5
14,50,2908,0.6833333333333333
74,60,2069,2.0
14,20,2268,1.0
316,195,1962,51.0
52,200,1674,3.0
29,20,2596,3.5
22,0,2576,2.5
38,40,2278,5.0
144,195,2201,20.0
9,100,1549,1.0
12,0,2153,1.0
18,195,1821,2.5
25,20,1857,3.0
17,25,1617,1.5
13,35,2985,1.0
15,200,2118,1.0
14,0,2137,1.0
120,40,1884,19.0
40,85,2482,3.5
19,30,1698,2.0
7,60,1591,0.5833333333333334
35,20,2442,4.0
46,200,2153,9.5
20,35,2161,3.0
53,85,3074,5.0
14,90,1751,1.0
23,20,1612,2.0
65,60,1655,5.0
13,20,1843,1.0
19,50,2762,0.6833333333333333
27,75,2263,3.0
34,200,2486,4.5
30,20,2804,3.5
7,95,2955,0.5166666666666666
50,50,2207,4.0
26,20,1901,3.5
21,20,1947,2.0
24,200,2046,3.0
11,0,1712,0.6
20,115,1951,1.5
59,195,2076,7.5
28,20,1845,1.0
48,20,1578,4.5
36,120,2356,4.0
138,200,1645,25.5
121,100,1632,11.0
43,120,2958,4.0
22,50,2702,2.5
27,0,1912,1.0
22,0,1631,1.5
16,20,2093,1.5
125,100,2226,10.5
48,0,1613,4.5
88,75,2388,9.0
17,40,2585,2.5
9,30,1837,1.0
69,20,2030,4.0
81,30,2271,7.0
18,30,1625,1.5
6,50,2241,1.0
32,20,2187,3.0
17,40,2058,0.7166666666666667
11,60,3125,1.5
59,20,2800,12.0
27,20,2131,1.0
10,20,2121,0.7
65,150,1830,5.0
23,20,2437,1.0
20,40,1875,1.5
22,20,2989,1.5
9,100,1806,0.6166666666666667
39,95,1711,4.5
40,200,1586,8.5
25,95,2509,4.5
28,20,1975,2.5
106,185,1801,9.5
33,50,1607,3.5
65,75,2368,4.5
13,145,1568,1.0
23,90,2192,1.5
79,150,1710,9.0
22,20,2098,2.0
24,90,1641,1.5
16,0,1708,1.5
13,180,1725,0.5333333333333333
10,50,3038,1.0
13,20,2579,1.0
8,20,1726,1.0
47,200,1825,4.0
10,20,1669,0.65
544,200,2269,46.5
21,20,1914,1.0
12,50,2046,1.0
9,0,2090,1.0
26,35,2670,2.0
177,200,2160,16.5
25,20,2255,6.0
16,50,2279,1.0
49,120,2907,7.0
36,40,2262,2.0
97,50,2465,7.0
60,75,2250,5.5
6,0,1718,0.5
93,120,1940,9.0
66,195,1767,3.0
39,30,2152,6.5
23,0,2743,4.5
15,0,2837,1.5
24,30,2033,5.5
13,20,2181,2.0
46,40,1929,4.5
14,20,1565,1.0
61,95,2186,6.0
26,50,1742,2.0
70,30,1752,9.0
39,195,1620,2.5
106,50,2360,8.0
18,200,2678,2.0
13,40,2053,1.0
47,20,2052,3.5
41,50,2278,3.0
29,50,2277,2.0
53,50,2139,7.0
8,45,1685,0.5666666666666667
29,40,2150,1.5
12,20,2257,1.5
37,195,1608,4.0
7,20,2156,0.6666666666666666
11,25,2513,1.0
12,20,1660,0.7166666666666667
9,20,1744,0.6
62,80,1926,9.0
25,65,1668,1.0
6,20,1611,0.6
37,50,1939,2.5
10,0,2790,2.0
10,20,2850,1.0
36,100,2056,3.0
7,20,2516,1.0
37,150,1724,3.0
40,50,3081,3.0
25,45,3065,2.0
83,20,1968,3.5
36,40,2049,2.0
16,150,2171,1.5
18,0,1555,1.0
19,30,2275,0.55
49,100,2040,3.5
10,20,2174,0.6
18,0,1871,1.5
21,145,1810,3.0
29,0,2444,1.0
23,20,2130,1.5
12,120,1761,0.6
32,80,1686,3.0
32,35,2307,2.0
29,40,1794,1.5
24,0,2853,4.5
34,200,1880,2.5
6,25,1899,0.5833333333333334
131,200,2714,15.5
7,0,1874,0.5
15,20,2137,1.0
17,20,2514,2.5
52,145,2452,3.5
93,50,3231,9.5
25,50,1935,5.5
8,20,1847,1.5
74,60,2412,13.5
24,195,2164,1.5
49,35,1871,5.0
9,30,2852,3.0
18,45,1607,3.5
46,45,1684,3.5
31,100,2350,3.0
5,0,2055,1.0
35,140,1824,2.0
90,20,2691,9.0
30,35,1681,2.0
24,40,2047,1.5
62,60,2037,5.0
10,40,2405,2.0
11,40,2364,1.5
284,50,1975,31.5
107,120,1648,6.0
15,20,2416,1.5
42,0,1842,2.5
11,35,2056,1.5
166,20,2324,10.5
12,20,1911,1.0
9,20,2381,1.5
21,20,2780,2.0
97,150,1751,11.0
29,195,1663,2.5
34,40,2350,4.0
12,20,1661,1.0
35,95,2004,2.5
16,200,2310,0.5666666666666667
21,35,2388,2.5
11,150,1844,3.0
21,30,1912,2.5
11,25,2048,2.0
16,45,1639,1.5
274,75,1667,39.0
12,20,2606,0.5333333333333333
34,95,2392,3.0
29,30,2657,1.5
21,75,1844,2.5
14,50,1719,0.5
67,195,1820,10.0
35,105,2233,5.0
20,75,2156,2.5
63,25,2013,6.0
185,30,1701,6.5
52,100,2422,2.0
21,200,2151,2.5
36,0,1676,2.5
45,100,1754,7.0
35,20,2468,4.0
69,50,1782,1.5
10,20,2416,2.0
6,20,2766,1.5
20,200,2256,2.5
29,60,2462,1.5
27,75,2314,2.5
20,200,1821,1.0
26,20,1851,3.5
59,20,2630,7.0
22,50,1614,4.5
14,0,1606,3.0
8,40,1641,0.7
69,20,2611,3.0
17,20,2568,1.0
26,20,1765,2.5
17,20,3463,2.0
5,20,2037,0.5166666666666666
19,30,2803,3.0
18,0,1673,0.5666666666666667
22,60,2069,2.0
8,20,1732,2.0
8,65,2083,1.0
44,45,2537,5.0
119,50,2521,8.5
85,115,1739,10.5
11,20,1613,0.6
61,165,2429,8.0
13,0,1906,0.5166666666666666
7,35,1830,0.7
30,20,2041,5.0
20,30,1634,3.0
23,25,1645,2.0
23,200,1599,2.5
12,25,1853,1.0
47,95,2720,4.5
14,25,1614,2.0
36,95,2389,3.5
71,20,2073,6.0
30,195,2103,4.0
15,45,2058,2.5
13,90,1717,1.5
60,0,2194,4.5
41,20,2963,3.0
15,0,1836,1.5
207,60,1772,33.0
15,30,2439,1.5
27,50,3131,5.0
26,0,2006,3.5
10,20,2193,1.0
97,20,1701,9.0
28,50,1617,3.0
9,20,2479,0.5166666666666666
28,100,1858,2.5
32,20,2359,6.0
8,0,2238,0.6666666666666666
11,0,1653,0.55
12,45,2653,2.0
46,50,2159,3.5
123,20,2227,16.0
7,25,2387,1.0
37,50,1906,7.0
11,200,1600,1.0
28,75,2975,3.0
26,50,2529,2.5
13,0,1793,1.5
9,0,2654,2.0
29,200,1696,2.5
27,75,2164,2.5
444,150,2037,45.0
16,200,1716,1.0
46,195,2103,4.0
34,125,1905,3.5
45,0,2631,6.5
25,20,2280,1.0
29,70,1877,4.0
38,50,2019,8.5
15,20,2919,2.0
20,20,1702,1.0
29,25,1922,2.5
36,195,2179,4.5
20,20,2275,1.0
74,100,1935,4.0
6,20,2815,1.5
24,170,2230,1.5
55,20,2247,6.0
19,0,2284,1.0
14,0,2318,0.6166666666666667
108,150,1788,7.5
13,0,2671,1.0
22,50,2530,3.0
9,50,1555,2.0
10,0,1617,0.6833333333333333
7,60,3135,1.0
42,20,3009,2.0
17,20,1908,1.0
13,30,2017,2.0
38,20,1765,4.0
12,20,1950,1.0
83,20,2019,7.5
138,100,1733,10.0
11,20,2762,1.0
14,25,2370,1.5
48,20,2208,9.0
14,20,2139,1.0
45,195,1795,6.5
37,40,1880,5.0
21,200,1798,1.5
45,40,1939,2.0
74,90,1698,7.5
32,115,1612,3.0
36,50,1738,2.5
29,95,2135,1.5
13,0,3278,0.7333333333333333
43,80,1598,3.0
40,185,2608,6.5
10,0,2923,1.0
8,25,1799,0.65
8,20,2209,0.6
24,0,3086,8.0
8,60,1551,1.0
45,95,2248,4.5
15,200,2103,2.5
72,20,2366,2.0
23,145,2301,6.0
20,200,1809,2.0
33,0,1589,2.0
21,20,2703,1.0
15,40,2440,1.0
17,20,3047,2.5
48,40,2149,5.5
35,45,2368,2.5
215,200,3231,7.0
7,20,1548,2.5
29,0,1561,1.0
10,20,3383,1.5
40,50,1956,7.5
12,30,2324,1.5
32,50,1758,3.0
42,20,2404,1.5
66,200,2296,5.0
41,125,2009,4.0
126,200,1876,18.5
26,40,1862,2.0
17,195,2074,1.0
62,20,1899,12.0
18,200,2073,1.5
454,200,2810,60.0
16,40,1942,1.5
34,25,1733,2.5
26,195,2149,3.5
18,50,1934,1.5
25,100,2012,2.5
29,50,1772,1.5
12,20,2011,1.0
26,50,2692,3.0
28,200,1573,1.5
22,85,2905,6.0
89,150,1716,8.5
8,30,1857,0.5666666666666667
22,20,2663,2.0
30,95,1814,2.0
45,0,2444,7.5
21,20,1567,1.0
35,50,2091,7.0
39,125,1641,2.5
99,150,1971,6.5
13,20,1891,0.6166666666666667
29,200,1664,2.5
42,100,2150,3.0
59,95,2299,2.0
37,20,1990,3.5
11,60,1836,1.5
17,20,2200,1.5
23,200,3257,4.0
39,95,2271,2.5
30,65,1898,3.0
29,30,1646,3.5
33,70,2160,1.0
22,30,2189,2.0
23,25,1943,2.0
160,190,1649,10.5
30,195,2312,4.0
14,50,2352,2.0
82,60,1920,12.5
14,40,1647,1.0
74,195,2048,7.0
18,20,1844,1.0
16,20,1930,1.5
74,50,1739,7.5
8,20,2468,1.5
44,50,2807,3.0
27,20,2276,5.0
17,200,2027,1.0
23,0,1928,1.5
21,50,1922,1.5
83,195,1719,20.0
10,20,2566,1.0
18,20,2310,1.5
45,25,2202,5.0
26,75,2292,1.5
7,0,1597,1.0
16,20,2902,2.0
39,200,1978,4.0
41,0,2081,8.5
15,20,1614,3.5
34,35,2196,1.5
38,55,1611,1.0
9,50,2458,2.0
42,75,2463,3.5
40,20,3281,1.5
16,25,3420,3.5
30,25,1802,4.0
9,20,3172,1.5
49,20,2079,2.5
9,0,3020,2.0
22,0,2172,1.0
23,20,1614,4.5
18,35,1555,1.0
66,45,2263,3.5
37,35,3396,2.5
35,45,2326,4.0
37,50,2702,2.5
24,30,1576,4.5
332,180,2340,29.0
14,20,1668,1.0
19,55,2211,1.0
35,40,2167,4.0
207,35,2606,20.5
69,115,2216,7.0
47,85,1597,5.0
26,0,1866,1.5
25,40,3467,10.0
26,50,2279,3.0
25,0,2306,2.0
74,20,1723,3.0
